media_channel,advertiser_name,document_number,service_date,invoice_date,invoice_number,media_provider_name,vendor_name,invoice_amount,expense_catagory,business_unit,location,department,expense_code,invoiced_clicks
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,12/28/18,1/4/19,MED-6071,Critical Point Social Media Agency,Spacebook,20620,PASS -THROUGH MEDIA,1808,18801,6063,79010,19576
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,12/28/18,1/4/19,MED-3357,Critical Point Social Media Agency,Spacebook,68669,PASS -THROUGH MEDIA,7016,30024,6063,79010,25641
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,12/28/18,1/5/19,MED-9509,RealGood Interactive Media Inc.,Googly Ads,81844,PASS -THROUGH MEDIA,7016,82337,6063,79010,92858
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,12/29/18,1/5/19,MED-8524,RealGood Interactive Media Inc.,Googly Ads,18629,PASS -THROUGH MEDIA,1808,18801,6063,79010,11560
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,12/29/18,1/5/19,MED-6818,RealGood Interactive Media Inc.,Zing,86639,PASS -THROUGH MEDIA,7016,30024,6063,79010,406396
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,12/30/18,1/5/19,MED-1485,RealGood Interactive Media Inc.,Zing,40966,PASS -THROUGH MEDIA,7016,82337,6063,79010,107655
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,12/31/18,1/6/19,MED-1454,RealGood Interactive Media Inc.,Zing,85926,PASS -THROUGH MEDIA,1808,18801,6063,79010,385106
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,12/31/18,1/6/19,MED-1854,RealGood Interactive Media Inc.,Baja Vista,72657,PASS -THROUGH MEDIA,7016,30024,6063,79010,459056
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,12/31/18,1/6/19,MED-7884,RealGood Interactive Media Inc.,Baja Vista,43339,PASS -THROUGH MEDIA,7016,82337,6063,79010,91988
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,12/31/18,1/7/19,MED-7930,Critical Point Social Media Agency,Spacebook,21935,PASS -THROUGH MEDIA,1808,18801,6063,79010,12337
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,12/31/18,1/8/19,MED-9496,RealGood Interactive Media Inc.,Googly Ads,88937,PASS -THROUGH MEDIA,7016,30000,7434,79045,51911
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/1/19,1/8/19,MED-9854,RealGood Interactive Media Inc.,Googly Ads,13734,PASS -THROUGH MEDIA,7016,30000,7434,79045,11562
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/2/19,1/8/19,MED-4543,RealGood Interactive Media Inc.,Googly Ads,32012,PASS -THROUGH MEDIA,7016,30000,7434,79045,19142
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/3/19,1/9/19,MED-9587,RealGood Interactive Media Inc.,Googly Ads,23759,PASS -THROUGH MEDIA,7016,30000,7434,79045,24143
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/3/19,1/10/19,MED-9677,RealGood Interactive Media Inc.,Googly Ads,53027,PASS -THROUGH MEDIA,7016,30000,7434,79045,43068
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/5/19,1/10/19,MED-2122,RealGood Interactive Media Inc.,Googly Ads,31985,PASS -THROUGH MEDIA,7016,30000,7434,79045,19911
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/5/19,1/11/19,MED-8869,RealGood Interactive Media Inc.,Zing,23979,PASS -THROUGH MEDIA,7016,30000,7434,79045,42182
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/6/19,1/11/19,MED-2924,RealGood Interactive Media Inc.,Zing,84044,PASS -THROUGH MEDIA,7016,30000,7434,79045,194846
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/6/19,1/12/19,MED-8585,RealGood Interactive Media Inc.,Zing,31879,PASS -THROUGH MEDIA,7016,30000,7434,79045,58985
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/7/19,1/13/19,MED-5959,RealGood Interactive Media Inc.,Zing,89279,PASS -THROUGH MEDIA,7016,30000,7434,79045,181655
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/7/19,1/13/19,MED-7370,RealGood Interactive Media Inc.,Zing,96344,PASS -THROUGH MEDIA,7016,30000,7434,79045,350731
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/7/19,1/13/19,MED-2334,RealGood Interactive Media Inc.,Zing,55290,PASS -THROUGH MEDIA,7016,30000,7434,79045,104810
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/8/19,1/13/19,MED-9687,RealGood Interactive Media Inc.,Baja Vista,38020,PASS -THROUGH MEDIA,7016,30000,7434,79045,176855
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/8/19,1/14/19,MED-3201,Critical Point Social Media Agency,Spacebook,39485,PASS -THROUGH MEDIA,7016,30000,7434,79045,23340
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/8/19,1/14/19,MED-5927,RealGood Interactive Media Inc.,Baja Vista,6029,PASS -THROUGH MEDIA,7016,30000,7434,79045,12941
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/8/19,1/14/19,MED-6290,RealGood Interactive Media Inc.,Baja Vista,76500,PASS -THROUGH MEDIA,7016,30000,7434,79045,170058
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/8/19,1/14/19,MED-5433,RealGood Interactive Media Inc.,Baja Vista,48204,PASS -THROUGH MEDIA,7016,30000,7434,79045,89828
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/9/19,1/15/19,MED-6838,RealGood Interactive Media Inc.,Baja Vista,81518,PASS -THROUGH MEDIA,7016,30000,7434,79045,469934
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/9/19,1/16/19,MED-9373,Critical Point Social Media Agency,Spacebook,65453,PASS -THROUGH MEDIA,7016,82337,5965,79010,43335
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/9/19,1/16/19,MED-8534,RealGood Interactive Media Inc.,Googly Ads,22227,PASS -THROUGH MEDIA,7016,82337,6056,79010,23692
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/10/19,1/16/19,MED-3191,RealGood Interactive Media Inc.,Zing,38129,PASS -THROUGH MEDIA,7016,82337,5965,79010,84014
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/10/19,1/17/19,MED-9949,RealGood Interactive Media Inc.,Zing,41637,PASS -THROUGH MEDIA,7016,82337,6056,79010,218107
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/10/19,1/17/19,MED-5361,RealGood Interactive Media Inc.,Baja Vista,77053,PASS -THROUGH MEDIA,7016,82337,5965,79010,182718
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/10/19,1/17/19,MED-1113,RealGood Interactive Media Inc.,Baja Vista,94298,PASS -THROUGH MEDIA,7016,82337,6056,79010,276327
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/11/19,1/18/19,MED-5815,RealGood Interactive Media Inc.,Googly Ads,57125,PASS -THROUGH MEDIA,7016,20002,5938,79010,41782
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/11/19,1/18/19,MED-2513,Critical Point Social Media Agency,Spacebook,52544,PASS -THROUGH MEDIA,7016,82337,5938,79010,49927
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/11/19,1/18/19,MED-1885,RealGood Interactive Media Inc.,Googly Ads,79095,PASS -THROUGH MEDIA,7016,30000,7504,79010,62343
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/11/19,1/18/19,MED-5820,RealGood Interactive Media Inc.,Googly Ads,7415,PASS -THROUGH MEDIA,7016,30000,7504,79010,5290
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/11/19,1/18/19,MED-9277,RealGood Interactive Media Inc.,Googly Ads,1378,PASS -THROUGH MEDIA,7016,30000,7504,79010,1696
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/12/19,1/18/19,MED-8579,RealGood Interactive Media Inc.,Googly Ads,23864,PASS -THROUGH MEDIA,7016,30000,7504,79010,27337
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/12/19,1/18/19,MED-4552,RealGood Interactive Media Inc.,Googly Ads,3122,PASS -THROUGH MEDIA,7016,30000,7504,79010,3198
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/12/19,1/19/19,MED-4017,RealGood Interactive Media Inc.,Zing,70228,PASS -THROUGH MEDIA,7016,20002,5938,79010,288820
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/12/19,1/19/19,MED-4232,RealGood Interactive Media Inc.,Zing,66015,PASS -THROUGH MEDIA,7016,82337,5938,79010,589421
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/13/19,1/20/19,MED-6640,RealGood Interactive Media Inc.,Zing,74331,PASS -THROUGH MEDIA,7016,30000,7504,79010,232365
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/13/19,1/20/19,MED-2797,RealGood Interactive Media Inc.,Zing,35333,PASS -THROUGH MEDIA,7016,30000,7504,79010,220985
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/13/19,1/20/19,MED-2366,RealGood Interactive Media Inc.,Zing,80442,PASS -THROUGH MEDIA,7016,30000,7504,79010,312000
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/14/19,1/20/19,MED-9087,RealGood Interactive Media Inc.,Zing,70437,PASS -THROUGH MEDIA,7016,30000,7504,79010,269642
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/14/19,1/20/19,MED-5330,RealGood Interactive Media Inc.,Zing,97201,PASS -THROUGH MEDIA,7016,30000,7504,79010,448958
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/14/19,1/20/19,MED-2433,RealGood Interactive Media Inc.,Baja Vista,26330,PASS -THROUGH MEDIA,7016,20002,5938,79010,249357
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/14/19,1/21/19,MED-6558,RealGood Interactive Media Inc.,Baja Vista,88837,PASS -THROUGH MEDIA,7016,82337,5938,79010,492194
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/15/19,1/21/19,MED-5581,RealGood Interactive Media Inc.,Baja Vista,45130,PASS -THROUGH MEDIA,7016,30000,7504,79010,234988
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/15/19,1/22/19,MED-4528,RealGood Interactive Media Inc.,Baja Vista,45117,PASS -THROUGH MEDIA,7016,30000,7504,79010,89199
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/16/19,1/22/19,MED-9458,RealGood Interactive Media Inc.,Baja Vista,83237,PASS -THROUGH MEDIA,7016,30000,7504,79010,276552
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/16/19,1/22/19,MED-3814,RealGood Interactive Media Inc.,Baja Vista,43924,PASS -THROUGH MEDIA,7016,30000,7504,79010,386026
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/16/19,1/23/19,MED-5993,RealGood Interactive Media Inc.,Baja Vista,7941,PASS -THROUGH MEDIA,7016,30000,7504,79010,52886
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/17/19,1/23/19,MED-4064,RealGood Interactive Media Inc.,Googly Ads,48224,PASS -THROUGH MEDIA,7016,82337,6061,79010,28269
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/17/19,1/23/19,MED-8075,RealGood Interactive Media Inc.,Googly Ads,15990,PASS -THROUGH MEDIA,1808,18801,6067,79010,14913
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/18/19,1/24/19,MED-1144,Critical Point Social Media Agency,Spacebook,14880,PASS -THROUGH MEDIA,7016,82337,6061,79010,9918
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/18/19,1/24/19,MED-2596,RealGood Interactive Media Inc.,Zing,46846,PASS -THROUGH MEDIA,1808,18801,6067,79010,129386
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/18/19,1/24/19,MED-4209,RealGood Interactive Media Inc.,Baja Vista,24042,PASS -THROUGH MEDIA,7016,82337,6061,79010,51361
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/19/19,1/25/19,MED-4666,RealGood Interactive Media Inc.,Baja Vista,48125,PASS -THROUGH MEDIA,1808,18801,6067,79010,403723
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/19/19,1/25/19,MED-5237,RealGood Interactive Media Inc.,Googly Ads,75569,PASS -THROUGH MEDIA,7016,20002,5938,79010,84802
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/19/19,1/25/19,MED-4734,RealGood Interactive Media Inc.,Baja Vista,53370,PASS -THROUGH MEDIA,7016,20002,5938,79010,138327
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/19/19,1/26/19,MED-7380,RealGood Interactive Media Inc.,Googly Ads,70287,PASS -THROUGH MEDIA,7016,82337,5965,79010,50453
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/19/19,1/26/19,MED-9989,RealGood Interactive Media Inc.,Googly Ads,54120,PASS -THROUGH MEDIA,7016,20002,5938,79010,31999
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/20/19,1/27/19,MED-5509,RealGood Interactive Media Inc.,Baja Vista,86780,PASS -THROUGH MEDIA,7016,82337,5965,79010,181840
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/20/19,1/27/19,MED-5512,RealGood Interactive Media Inc.,Baja Vista,29852,PASS -THROUGH MEDIA,7016,20002,5938,79010,56934
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/21/19,1/27/19,MED-2400,RealGood Interactive Media Inc.,Googly Ads,68738,PASS -THROUGH MEDIA,7016,82337,5965,79010,50481
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/21/19,1/27/19,MED-7277,Critical Point Social Media Agency,Spacebook,88075,PASS -THROUGH MEDIA,7016,82337,5938,79010,35078
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/21/19,1/27/19,MED-2324,Critical Point Social Media Agency,Spacebook,38018,PASS -THROUGH MEDIA,7016,82337,5965,79010,14127
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/21/19,1/28/19,MED-8944,RealGood Interactive Media Inc.,Baja Vista,65689,PASS -THROUGH MEDIA,7016,82337,5938,79010,385293
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/21/19,1/28/19,MED-8403,RealGood Interactive Media Inc.,Googly Ads,53676,PASS -THROUGH MEDIA,7016,82337,6056,79010,36103
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/22/19,1/28/19,MED-2401,RealGood Interactive Media Inc.,Googly Ads,16023,PASS -THROUGH MEDIA,7016,30000,7504,79010,18321
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/22/19,1/28/19,MED-5262,RealGood Interactive Media Inc.,Baja Vista,68731,PASS -THROUGH MEDIA,7016,82337,6056,79010,280439
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/22/19,1/28/19,MED-3628,Critical Point Social Media Agency,Spacebook,56050,PASS -THROUGH MEDIA,7016,30000,7504,79010,31525
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/22/19,1/29/19,MED-6857,RealGood Interactive Media Inc.,Googly Ads,4104,PASS -THROUGH MEDIA,7016,82337,6056,79010,4110
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/22/19,1/29/19,MED-6431,Critical Point Social Media Agency,Spacebook,86608,PASS -THROUGH MEDIA,7016,30000,7504,79010,32085
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/22/19,1/29/19,MED-6170,RealGood Interactive Media Inc.,Baja Vista,91551,PASS -THROUGH MEDIA,7016,82337,6056,79010,203737
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/23/19,1/29/19,MED-7871,RealGood Interactive Media Inc.,Baja Vista,4178,PASS -THROUGH MEDIA,7016,30000,7504,79010,10255
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/23/19,1/29/19,MED-5099,RealGood Interactive Media Inc.,Googly Ads,44232,PASS -THROUGH MEDIA,7016,82337,6056,79010,27503
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/24/19,1/30/19,MED-5727,Critical Point Social Media Agency,Spacebook,67778,PASS -THROUGH MEDIA,7016,30000,7504,79010,47272
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/24/19,1/30/19,MED-4353,RealGood Interactive Media Inc.,Baja Vista,36707,PASS -THROUGH MEDIA,7016,82337,6056,79010,98648
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/25/19,1/30/19,MED-4912,RealGood Interactive Media Inc.,Baja Vista,81062,PASS -THROUGH MEDIA,7016,30000,7504,79010,390461
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,1/26/19,1/31/19,MED-9882,Critical Point Social Media Agency,Spacebook,76311,PASS -THROUGH MEDIA,7016,82337,6056,79010,30182
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/26/19,2/1/19,MED-3533,RealGood Interactive Media Inc.,Googly Ads,98886,PASS -THROUGH MEDIA,7016,30000,7504,79010,68546
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/27/19,2/1/19,MED-5959,RealGood Interactive Media Inc.,Baja Vista,81558,PASS -THROUGH MEDIA,7016,82337,6056,79010,454514
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,1/27/19,2/2/19,MED-7184,RealGood Interactive Media Inc.,Baja Vista,69400,PASS -THROUGH MEDIA,7016,30000,7504,79010,213756
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/27/19,2/3/19,MED-1011,RealGood Interactive Media Inc.,Googly Ads,19457,PASS -THROUGH MEDIA,7016,82337,6056,79010,11970
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/27/19,2/4/19,MED-7381,RealGood Interactive Media Inc.,Googly Ads,56505,PASS -THROUGH MEDIA,7016,30000,7504,79010,42789
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/27/19,2/4/19,MED-5409,RealGood Interactive Media Inc.,Baja Vista,65854,PASS -THROUGH MEDIA,7016,82337,6056,79010,345579
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,1/28/19,2/5/19,MED-5838,RealGood Interactive Media Inc.,Baja Vista,18195,PASS -THROUGH MEDIA,7016,30000,7504,79010,32633
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,1/29/19,2/5/19,MED-9851,RealGood Interactive Media Inc.,Googly Ads,75104,PASS -THROUGH MEDIA,7016,30024,6063,79010,83087
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/29/19,2/6/19,MED-1673,RealGood Interactive Media Inc.,Baja Vista,61059,PASS -THROUGH MEDIA,7016,30024,6063,79010,130953
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,1/31/19,2/6/19,MED-8288,RealGood Interactive Media Inc.,Googly Ads,59575,PASS -THROUGH MEDIA,7016,82337,5965,79010,38566
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,1/31/19,2/7/19,MED-5010,RealGood Interactive Media Inc.,Baja Vista,59251,PASS -THROUGH MEDIA,7016,82337,5965,79010,320663
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/1/19,2/8/19,MED-3512,RealGood Interactive Media Inc.,Googly Ads,89464,PASS -THROUGH MEDIA,7016,20002,5938,79010,103289
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/2/19,2/9/19,MED-9963,RealGood Interactive Media Inc.,Baja Vista,96147,PASS -THROUGH MEDIA,7016,20002,5938,79010,193361
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/3/19,2/10/19,MED-8314,Critical Point Social Media Agency,Spacebook,70454,PASS -THROUGH MEDIA,7016,30024,6063,79010,44722
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/3/19,2/11/19,MED-3223,RealGood Interactive Media Inc.,Baja Vista,10121,PASS -THROUGH MEDIA,7016,30024,6063,79010,28313
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/3/19,2/11/19,MED-8476,RealGood Interactive Media Inc.,Googly Ads,10919,PASS -THROUGH MEDIA,7016,82337,6063,79005,7030
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/4/19,2/11/19,MED-4676,RealGood Interactive Media Inc.,Baja Vista,14580,PASS -THROUGH MEDIA,7016,82337,6063,79005,64177
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,87654,2/4/19,2/12/19,MED-6581,RealGood Interactive Media Inc.,Googly Ads,27482,PASS -THROUGH MEDIA,7016,82337,5965,79010,17533
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/5/19,2/13/19,MED-3448,RealGood Interactive Media Inc.,Baja Vista,74826,PASS -THROUGH MEDIA,7016,82337,5965,79010,146665
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/7/19,2/13/19,MED-8332,Critical Point Social Media Agency,Spacebook,15396,PASS -THROUGH MEDIA,7016,82337,5938,79010,8220
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/8/19,2/14/19,MED-3219,RealGood Interactive Media Inc.,Baja Vista,3655,PASS -THROUGH MEDIA,7016,82337,5938,79010,10928
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/8/19,2/15/19,MED-5992,Critical Point Social Media Agency,Spacebook,50470,PASS -THROUGH MEDIA,7016,82337,6063,79010,30868
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/8/19,2/15/19,MED-3163,RealGood Interactive Media Inc.,Baja Vista,27644,PASS -THROUGH MEDIA,7016,82337,6063,79010,59743
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/9/19,2/15/19,MED-1342,RealGood Interactive Media Inc.,Googly Ads,42562,PASS -THROUGH MEDIA,1808,18801,6063,79005,48667
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,32431,2/9/19,2/15/19,MED-9877,RealGood Interactive Media Inc.,Baja Vista,27933,PASS -THROUGH MEDIA,1808,18801,6063,79005,116517
SOCIAL MEDIA ADVERTISING,THE BEST INSURANCE COMPANY,54211,2/10/19,2/16/19,MED-9374,Critical Point Social Media Agency,Spacebook,98157,PASS -THROUGH MEDIA,7016,82337,6056,79010,91124
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,67524,2/11/19,2/16/19,MED-7593,RealGood Interactive Media Inc.,Baja Vista,8355,PASS -THROUGH MEDIA,7016,82337,6056,79010,68760
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/12/19,2/17/19,MED-6729,RealGood Interactive Media Inc.,Googly Ads,79565,PASS -THROUGH MEDIA,7016,30000,7504,79010,72337
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,10445,2/12/19,2/17/19,MED-9167,RealGood Interactive Media Inc.,Baja Vista,71722,PASS -THROUGH MEDIA,7016,30000,7504,79010,402903
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/12/19,2/17/19,MED-9498,RealGood Interactive Media Inc.,Googly Ads,35089,PASS -THROUGH MEDIA,1808,18801,6063,79010,20289
PAID SEARCH ADVERTISING,THE BEST INSURANCE COMPANY,12566,2/12/19,2/17/19,MED-5945,RealGood Interactive Media Inc.,Baja Vista,76342,PASS -THROUGH MEDIA,1808,18801,6063,79010,135036
